"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Country"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"	"Total Deaths"	"Total Death Description"	"Total Missing"	"Total Missing Description"	"Total Injuries"	"Total Injuries Description"	"Total Damage ($Mil)"	"Total Damage Description"	"Total Houses Destroyed"	"Total Houses Destroyed Description"	"Total Houses Damaged"	"Total Houses Damaged Description"
	2003	12	10	4	38	11.5			"TAIWAN"	23.039	121.362	10	6.8						1	1		1									1	1		1				
	2003	12	11	16	28	17.3			"IRAN"	31.953	49.209	33	5			0			5	1		1	2	1	2	1					5	1		1	1	1		
	2003	12	17	23	15	17.2			"BULGARIA"	43.083	27.486	34	4.4									2	10	1	10	1								2	10	1	150	3
	2003	12	22	19	15	56			"USA"	35.706	-121.102	8	6.6	8	2	1			40	1	300	4	40	1			2	1			40	1	300	4				
	2003	12	25	7	11	11.5			"PANAMA"	8.416	-82.824	33	6.5		2	1			75	2		2				3	2	1			75	2		2				3
	2003	12	26	1	56	52.4			"IRAN"	28.995	58.311	10	6.6	9	31000	4			30000	4	500	4		4		4	31000	4			30000	4	500	4		4		
	2003	12	27	16	0	59	3015		"NEW CALEDONIA"	-22.015	169.766	10	7.3																									
	2004	1	1	20	59	31.9			"INDONESIA"	-8.31	115.788	45	5.8	6	1	1			29	1	12	3	6000	4			1	1			29	1	12	3	6000	4		
	2004	1	1	23	31	50			"MEXICO"	17.488	-101.303	29	6.1									1												1				
	2004	1	10	7	43	18			"SLOVAKIA"	48.758	19.217	5	2.2									1												1				
	2004	1	10	18	38	14.8			"ALGERIA"	36.852	3.418	10	4.4						300	3		1									300	3		1				
	2004	1	14	16	58	48.1			"IRAN"	27.695	52.397	12	5.2									1												1				
	2004	1	28	22	15	30.7	2434		"INDONESIA"	-3.12	127.4	17	6.7																									
	2004	2	4	11	59	47.6			"PANAMA"	8.358	-82.877	29	6.1						4	1		1									4	1		1				
	2004	2	5	21	5	2.8			"INDONESIA"	-3.615	135.538	17	7		37	1			682	3	1	2	2678	4			37	1			682	3	1	2	2678	4		
	2004	2	7	2	42	35.2			"INDONESIA"	-4.003	135.023	10	7.3									1												1				
	2004	2	11	8	15	3.8	4562		"JORDAN"	31.675	35.551	27	5.3						4	1		2				2					4	1		2				2
	2004	2	14	10	30	22.1			"PAKISTAN"	34.774	73.216	11	5.4		24	1			40	1		3	1420	4	1420	4	24	1			40	1		3	1420	4	5379	4
	2004	2	16	14	44	39.9			"INDONESIA"	-0.466	100.655	56	5.1		5	1			7	1		1					5	1			7	1					100	2
	2004	2	22	6	46	27			"INDONESIA"	-1.559	100.488	42	6						1	1		1									1	1		1				3
	2004	2	24	2	14	34			"BURUNDI"	-3.393	29.558	10	4.7		3	1						1	24	1			3	1						1	24	1		
	2004	2	24	2	27	46.2			"MOROCCO"	35.142	-3.997	0	6.4	9	628	3			926	3	400	4	2539	4			628	3			926	3	400	4	2539	4		
	2004	3	1	0	35	58			"GREECE"	37.136	22.116	9	5.2									1				1								1				1
	2004	3	24	1	53	49.4			"CHINA"	45.382	118.256	19	5.4						100	2	74	4	38000	4							100	2	74	4	38000	4		
	2004	3	25	19	30	49			"TURKEY"	39.93	40.812		5.6		10	1			46	1		1	45	1	45	1	10	1			46	1		1	45	1		
	2004	3	28	3	51	10			"TURKEY"	39.847	40.874	5	5.6						12	1		1	50	1	50	1					12	1		1	50	1		
	2004	4	5	21	24	4			"AFGHANISTAN"	36.512	71.029	187	6.5		3	1			5	1							3	1			5	1						
	2004	4	9	1	55	50.7			"INDONESIA"	-1.549	100.54	66	5.4									1												1				1
	2004	4	16	18	32	24			"INDONESIA"	-8.669	114.65	96	5.5									1				1								1				1
	2004	4	23	1	50	30.2			"INDONESIA"	-9.362	122.839	66	6.7									1												1				
	2004	5	1	7	56	13.6			"TAIWAN"	24.081	121.611	45	5.2		2	1			1	1		1					2	1			1	1		1				
	2004	5	3	4	36	50			"CHILE"	-37.695	-73.406	21	6.6	6								1												1				
	2004	5	4	5	4	58.3			"CHINA"	37.506	96.758	14	5.4									3												3			3100	4
	2004	5	8	4	39	25			"IRAN"	29.881	51.474	67	5									1	4	1	4	1								1	4	1	6	1
	2004	5	8	20	11	44.2			"PAKISTAN"	30.126	67.121	10	4.5		1	1			30	1		1					1	1			30	1		1				1
	2004	5	19	21	28	10.6			"PHILIPPINES"	9.926	124.038	35	4.1	6								1												1				
	2004	5	28	12	38	44.4			"IRAN"	36.29	51.61	17	6.3	8	35	1			400	3	165	4	3880	4		3	35	1			400	3	165	4	3880	4		3
	2004	5	30	2	52	12.2			"RUSSIA"	47.311	142.12	14	4.9									1			46	1								1			46	1
	2004	6	9	11	41	16.5			"SAUDI ARABIA"	27.836	36.905	10	4.6									1												1				
	2004	6	15	11	16	31.5			"CHILE"	-38.854	-73.155	38	5.9	6								1												1				
	2004	7	1	22	30	9.3			"TURKEY"	39.766	43.979	5	5.1		18	1			21	1							18	1			21	1						
	2004	7	12	13	4	7.1			"SLOVENIA"	46.296	13.641	8	5.2		1	1			5	1		1		1		1	1	1			5	1		1		1		1
	2004	7	14	14	36	2.5			"AFGHANISTAN"	34.89	61.852		4.6									2												2			150	3
	2004	7	18	4	22	22.6			"NEW ZEALAND"	-38	176.51	5	5.4		1	1			2	1		2			5	1	1	1			2	1		2			5	1
	2004	7	18	8	31	45.8			"AFGHANISTAN"	33.426	69.524	10	5.2		2	1			40	1		3		3		3	2	1			40	1		3		3		
	2004	7	30	7	14	7.8			"TURKEY"	39.634	43.966	5	4		1	1			5	1		1					1	1			5	1		1				2
	2004	8	4	3	1	7.5			"TURKEY"	36.833	27.815	10	5.6						15	1											15	1						
	2004	8	10	10	26	14.7			"CHINA"	27.266	103.873	6	5.4		4	1			600	3	50	4	18556	4	65601	4	4	1			600	3	50	4	18556		65601	4
	2004	8	11	15	48	26.8			"TURKEY"	38.377	39.261	7	5.7		1	1			11	1		1					1	1			11	1		1				
	2004	9	5	10	7	7.8	2436		"JAPAN"	33.07	136.618	14	7.2						4	1		1									4	1		1				
	2004	9	5	14	57	18.6	2437		"JAPAN"	33.184	137.071	10	7.4						40	1		1									40	1		1				
	2004	9	7	11	53	6.1			"ARGENTINA"	-28.573	-65.84	22	6.1		1	1				2		1		2		2	1	1				2		1		2		
	2004	9	7	12	15	49.7			"CHINA"	34.682	103.781	10	5.2						19	1		3	600	3							19	1		3	600	3		
	2004	9	21	13	32	30.8			"POLAND"	54.841	19.912	10	4.8	6					3	1		1									3	1		1				
	2004	9	28	17	15	24.2			"USA"	35.819	-120.364	9	6	6								1												1				
	2004	10	1	8	1	1.3			"NICARAGUA"	11.989	-86.52	87	5.6									1												1				
	2004	10	7	21	46	20.3			"IRAN"	37.125	54.477	35	5.6						60	2											60	2						
	2004	10	15	4	8	50.2			"TAIWAN"	24.53	122.694	94	6.6							2		1										2		1				
	2004	10	18	22	11	44.9			"CHINA"	25.073	99.169	30	4.4						12	1		3	20000	4	20000	4					12	1		3	20000	4		
	2004	10	23	8	56	0.8			"JAPAN"	37.226	138.779	16	6.6		40	1			3183	4	28000	4	6000	4			40	1			3183	4	28000	4	6000	4		
	2004	10	27	1	40	50.2			"JAPAN"	37.284	138.885	14	5.9						5	1		1	1	1							5	1		1	1	1		
	2004	10	27	20	34	36.8			"ROMANIA"	45.787	26.622	96	5.8									1												1				
	2004	11	2	10	2	12.8	3012		"CANADA"	49.277	-128.772	10	6.6																									
	2004	11	4	6	22	39.4			"GREECE"	35.945	23.115	74	5.2									1												1				
	2004	11	8	2	15	58.8			"JAPAN"	37.396	138.862	10	5.5						8	1		1									8	1		1				
	2004	11	11	21	26	41.1	3013		"INDONESIA"	-8.152	124.868	10	7.5		34	1			400	3		3	781	3	16712	4	34	1			400	3		3	781	3	16712	4
	2004	11	15	9	6	56.5			"COLOMBIA"	4.695	-77.508	15	7.2						10	1		3	154	3							10	1		3	154	3		
	2004	11	19	23	49	37.1			"IRAN"	32.023	48.836	37	4.8									1												1				
	2004	11	20	8	7	22			"COSTA RICA"	9.602	-84.172	16	6.4		8	1				2		3	526	3			8	1				2		3	526	3		
	2004	11	21	11	41	7.7	2693		"GUADELOUPE"	15.679	-61.706	14	6.3		1	1			12	1		2		3			1	1			12	1		2		3		
	2004	11	22	4	1	30.4			"IRAN"	33.297	47.977	36	5							2		1		1		1						2		1		1		
	2004	11	22	20	26	23.9	5517		"NEW ZEALAND"	-46.676	164.721	10	7.1									1												1				
	2004	11	24	22	59	40			"ITALY"	45.626	10.559	17	5.1						9	1		2		3							9	1		2		3		
	2004	11	26	2	25	3.3			"INDONESIA"	-3.609	135.404	10	7.1	8	32	1			130	3	55	4	328	3			32	1			130	3	55	4	328	3		
	2004	11	28	18	32	14.1	2921		"JAPAN"	43.006	145.119	39	7						24	1		1				1					24	1		1				1
	2004	12	1	17	42	24.7			"ALGERIA"	36.848	3.448	10	4.5						15	1		1									15	1		1				
	2004	12	2	19	16	34.6			"TRINIDAD AND TOBAGO"	10.49	-61.48	49	5.8									1												1				
	2004	12	5	1	52	37.2			"GERMANY"	48.115	8.077	10	4.8	5								1												1				
	2004	12	5	8	30	59.5			"ALGERIA"	36.865	3.421	10	4.5						46	1											46	1						
	2004	12	6	14	15	11.8			"JAPAN"	42.9	145.228	35	6.8						4	1											4	1						
	2004	12	9	8	49	0.2			"INDIA"	24.757	92.539	35	5.4							2		1										2		1				
	2004	12	14	5	56	10			"JAPAN"	44.119	141.793	10	5.8						3	1		1									3	1		1				
	2004	12	20	23	2	12.4			"TURKEY"	37.042	28.206	5	5.4						3	1		1									3	1		1				
	2004	12	23	14	59	4.4	3014		"AUSTRALIA"	-49.312	161.345	10	8.1																									
	2004	12	26	0	58	53.4	2439		"INDONESIA"	3.316	95.854	30	9.1		1001	4				3	10000	4		3		3	227899	4				3	10000	4		4		4
	2005	1	10	18	47	30.1			"IRAN"	37.103	54.574	32	5.4						110	3											110	3						
	2005	1	19	6	11	36.4	2466		"JAPAN"	34.064	141.491	28	6.6																									
	2005	1	20	18	56	30.7			"NEW ZEALAND"	-41.223	175.21	39	5.3									1												1				
	2005	1	23	20	10	12.1			"INDONESIA"	-1.198	119.933	11	6.3		1	1			4	1		2					1	1			4	1		2				
	2005	1	24	23	23	26.1			"ECUADOR"	-1.364	-80.785	17	6.1									2		2										2		2		
	2005	1	25	16	30	38.9			"CHINA"	22.526	100.709	12	4.8						3	1		1									3	1		1				
	2005	1	25	16	44	16.1			"TURKEY"	37.622	43.703	41	5.9		2	1			22	1		1					2	1			22	1		1				
	2005	1	29	7	41	31			"SPAIN"	37.91	-1.82	5	4.4									2												2				
	2005	2	2	5	55	18.2			"INDONESIA"	-7.037	107.819	15	4.8		1	1				2		2		2		2	1	1				2		2		2		
	2005	2	14	18	5	59.3	4802		"GUADELOUPE"	15.775	-61.744	12	5.8																									
	2005	2	14	23	38	8.6			"CHINA"	41.728	79.44	22	6.1									3	6000	4										3	6000	4		
	2005	2	15	11	15	11.7			"INDIA"	24.55	92.524	35	5.1									1												1				
	2005	2	22	2	25	22.9			"IRAN"	30.754	56.816	14	6.4		612	3			1411	4		4	8000	4	8000	4	612	3			1411	4		4	8000	4		
	2005	3	2	11	12	14.9			"PAKISTAN"	30.378	68.038	52	4.9						1	1		1									1	1		1				
	2005	3	9	10	15	31.8			"SOUTH AFRICA"	-26.913	26.789	5	4.3		2	1			58	2		2					2	1			58	2		2				
	2005	3	12	7	36	12.1			"TURKEY"	39.44	40.978	11	5.6						16	1		2									16	1		2				
	2005	3	13	3	31	23			"IRAN"	27.095	61.887	54	6									1												1				
	2005	3	14	1	55	55.6			"TURKEY"	39.354	40.89	5	5.8						18	1		3		2		2					18	1		3		2		
	2005	3	14	9	43	49.1			"INDIA"	17.145	73.73	10	4.9						45	1		2									45	1		2				
	2005	3	15	2	7	6.8			"INDIA"	17.072	73.668	10	4.3									1												1				
	2005	3	20	1	53	41.8			"JAPAN"	33.807	130.131	10	6.6		1	1			500	3		2	65	2			1	1			500	3		2	65	2		
	2005	3	28	16	9	36.5	2487		"INDONESIA"	2.085	97.108	30	8.6		1303	4			340	3		4	300	3	300	3	1313	4			340	3		4	300	3		
	2005	4	10	10	29	11.2	2507		"INDONESIA"	-1.644	99.607	19	6.7	5																								
	2005	6	13	22	44	33.9			"CHILE"	-19.987	-69.197	116	7.7		11	1			200	3			544	3			11	1			200	3			544	3		
	2005	6	15	2	50	53.1	2547		"USA"	41.301	-125.97	10	7.2	4																								
	2005	7	5	1	52	2.9			"INDONESIA"	1.819	97.082	21	6.7									1												1				
	2005	7	9	23	59	17			"INDONESIA"	-1.174	119.963	32	5.9									1	6	1	6	1								1	6	1		
	2005	7	10	13	10	12.1			"ALBANIA"	42.389	19.812	4	5.2									1		1										1		1		
	2005	7	18	2	4	59.8			"INDONESIA"	-9.948	124.48	10	5.3									1		1		1								1		1		
	2005	7	23	7	34	56.7			"JAPAN"	35.498	139.982	61	5.9						27	1		1	1	1							27	1		1	1	1		
	2005	7	24	15	42	6.2			"INDIA"	7.92	92.19	16	7.2									1		1		1								1		1		
	2005	7	25	15	43	41.1			"CHINA"	46.827	125.058	48	4.7		1	1			12	1							1	1			12	1						
	2005	7	26	4	8	37.1			"USA"	45.365	-112.615	13	5.6	6								1												1				
	2005	7	30	21	45	0			"TURKEY"	39.437	33.089	5	5.3									1												1				
	2005	8	5	14	14	48			"CHINA"	26.569	103.036	42	4.8						9	1		2	3700	4	3700	4					9	1		2	3700	4		
	2005	8	5	18	7	13.8			"VIETNAM"	9.985	108.383	10	4.5									1												1				
	2005	8	9	5	9	20.8			"IRAN"	28.85	52.56	10	5.1									1												1				
	2005	8	13	4	58	44.8			"CHINA"	23.627	104.103	10	4.5						26	1		1		2		2					26	1		1		2		
	2005	8	14	2	39	40.3			"CHILE"	-19.78	-68.98	11	5.8									1												1				
	2005	8	14	6	33	32.5			"INDIA"	17.398	74.118	35	4.4	7								2												2				
	2005	8	16	2	46	28.4	2548		"JAPAN"	38.276	142.039	36	7.2						56	2		1	1	1							56	2		1	1	1		
	2005	8	16	3	45	54.1			"INDIA"	30.924	78.56	43	4.4	6								1		1		1								1		1		
	2005	8	30	8	53	17.4			"INDIA"	17.067	73.773	10	4.7	6								1												1				
	2005	9	9	7	26	43.7			"PAPUA NEW GUINEA"	-4.539	153.474	90	7.7																									
	2005	9	24	19	24	2.6			"ETHIOPIA"	12.471	40.634	12	5.6																					2				
	2005	9	26	1	55	37.6			"PERU"	-5.678	-76.398	115	7.5		5	1			60	2		2		3			5	1			60	2		2		3		
	2005	10	1	22	19	51.3			"PERU"	-16.635	-70.794	20	5.3						10	1		1	300	3							10	1		1	300	3		
	2005	10	8	3	50	39.1			"PAKISTAN"	34.451	73.649	15	7.6	8	76213	4			146599	4	6680	4		3		3	76213	4			146599	4	6680	4		3		
	2005	10	20	21	40	4			"TURKEY"	38.152	26.751	10	5.9		1	1			15	1		1		2		2	1	1			15	1		1		2		
	2005	10	24	17	35	33.8			"ECUADOR"	-0.507	-77.745	35	4.8	6								1												1				
	2005	10	27	11	18	57.3			"CHINA"	23.604	107.798	10	4.2		1	1			1	1		1		1			1	1			1	1		1		1		
	2005	10	31	2	10	28.7			"PERU"	-5.852	-78.704	40	5.4										20	1											20	1		
	2005	11	14	21	38	51.4	2590		"JAPAN"	38.107	144.896	11	7																									
	2005	11	26	0	49	37.6			"CHINA"	29.695	115.689	10	5.2		16	1			8000	4		3	150000	4			16	1			8000	4		3	150000	4		
	2005	11	26	15	56	55			"TURKEY"	38.26	38.814	9	4.4									1												1				
	2005	11	27	10	22	19.1			"IRAN"	26.774	55.858	10	6		13	1			100	2		2					13	1			100	2		2				
	2005	12	5	12	19	56.6			"CONGO"	-6.224	29.83	22	6.8	4	6	1						1	300	3			6	1						1	300	3		
	2005	12	12	21	47	46			"AFGHANISTAN"	36.357	71.093	225	6.5		5	1			1	1		1	100	2	100	2	5	1			1	1		1	100	2		
	2005	12	14	7	9	54.1			"INDIA"	30.476	79.255	44	5.3		1	1			4	1		2	1	1	1	1	1	1			4	1		2	1	1		
	2005	12	24	3	56	7.3			"TURKEY"	38.804	26.783	14	4.3									1												1				
	2006	1	1	7	11	57	5795	7540	"JAPAN"	31.394	140.131	10	5.6																									
	2006	1	8	11	34	55.6			"GREECE"	36.311	23.212	66	6.7						3	1		1		1							3	1		1		1		
	2006	1	27	16	58	53.6			"INDONESIA"	-5.473	128.131	397	7.6																									
	2006	2	14	0	55	25			"INDIA"	27.382	88.388	30	5.3		2	1			2	1		1					2	1			2	1		1				
	2006	2	20	17	20	9			"BULGARIA"	41.708	25.544	10	4.6						2	1				1		1					2	1				1		
	2006	2	22	22	19	7.8			"MOZAMBIQUE"	-21.324	33.583	11	7	5	4	1			36	1		2	294	3			4	1			36	1		2	294	3		
	2006	2	23	20	4	53.5			"BHUTAN"	26.912	91.705	10	5.8									1	126	3	126	3								1	126	3		
	2006	2	28	7	31	2.6			"IRAN"	28.12	56.865	18	6						6	1		2		3		3					6	1		2		3		
	2006	3	7	18	20	46.1			"INDIA"	23.777	70.899	10	5.5						7	1		1		1		1					7	1		1		1		
	2006	3	10	7	50	14.3			"PAKISTAN"	33.129	73.887	10	4.9		1	1			22	1							1	1			22	1						
	2006	3	14	6	57	33.8	2875		"INDONESIA"	-3.595	127.214	30	6.7									2	241	3			4	1						2	241	3		
	2006	3	20	19	44	25.1			"ALGERIA"	36.623	5.328	10	4.9		4	1			9	1			62	2	62	2	4	1			9	1			62	2		
	2006	3	25	7	28	57.6			"IRAN"	27.574	55.685	18	5.9		1	1			1	1		1					1	1			1	1		1				
	2006	3	28	8	35	43.3			"INDONESIA"	3.462	97.224	30	5									1												1				
	2006	3	31	1	17	0.9			"IRAN"	33.5	48.78	7	6.1		70	2			1300	4		3		3		3	70	2			1300	4		3		3		
	2006	3	31	12	23	17.8			"CHINA"	44.624	124.122	10	4.9									1		2										1		2		
	2006	4	1	10	2	19.5			"TAIWAN"	22.868	121.278	9	6.2						42	1		1		2							42	1		1		2		
	2006	4	4	9	12	23.4			"PAKISTAN"	34.6	73.136	10	4.8						28	1		1		2		2					28	1		1		2		
	2006	4	6	17	59	16.4			"INDIA"	23.322	70.477	10	5.5									1												1				
	2006	4	11	0	2	41.5			"GREECE"	37.64	20.92	18	5.5									1												1				
	2006	4	19	2	5	42.9			"CHINA"	31.607	90.413	33	5.7									1		2										1		2		
	2006	4	20	23	25	2.1			"RUSSIA"	60.949	167.089	22	7.6						40	1	55	4		3							40	1	55	4		3		
	2006	5	3	15	26	40.2	2749		"TONGA"	-20.187	-174.123	55	7.9	7					1	1		1									1	1		1				
	2006	5	4	17	43	9.7			"PANAMA"	8.898	-82.543		4.5									1												1				
	2006	5	7	6	20	53.7			"IRAN"	30.79	56.7	14	4.1						70	2		1		1		1					70	2		1		2		
	2006	5	12	8	16	56.5			"INDONESIA"	-5.575	105.395	17	5.5									1		2		2								1		2		
	2006	5	26	22	53	58.9			"INDONESIA"	-7.961	110.446	13	6.3		5749	4			38568	4	3100	4	127000	4	127000	4	5749	4			38568	4	3100	4	127000	4		
	2006	6	3	7	15	35.6			"IRAN"	26.759	55.843	5	5.1		2	1			4	1		1		2		2	2	1			4	1		1		2		
	2006	6	3	11	7	45			"TURKEY"	37.605	43.787	10	4.1									1												1				
	2006	6	3	16	34	25.8			"MALAWI"	-14.52	34.28	10	3.8									1												1				
	2006	6	11	20	1	26.3			"JAPAN"	33.129	131.141	140	6.3						8	1											8	1						
	2006	6	13	14	15	38.3			"ALBANIA"	40.27	19.96	10	4.5						1	1		1	12	1							1	1		1	12	1		
	2006	6	20	16	52	57.9			"CHINA"	33.068	104.95	24	4.5						5	1		1		1							5	1		1		1		
	2006	7	17	8	19	25	2832		"INDONESIA"	-9.254	107.411	34	7.7														802	3			498	3	55	4	1623	4		
	2006	7	22	1	10	29			"CHINA"	27.995	104.138	56	4.9		22	1			106	3							22	1			106	3						
	2006	7	29	0	11	51.3			"TAJIKISTAN"	37.255	68.828	34	5.6		3	1			19	1			721	3	721	3	3	1			19	1			721	3		
	2006	8	5	14	3	43.7			"ARGENTINA"	-33.131	-68.707	22	5.6	5								1												1				
	2006	8	18	11	45	49.4			"TAJIKISTAN"	38.246	69.22	10	4.7									1												1				
	2006	8	24	20	1	0.2			"FRANCE"	45.84	-0.14	5	4.3									1												1				
	2006	8	25	5	51	44.3			"CHINA"	28.012	104.151	22	4.6		1	1			31	1		2					1	1			31	1		2				
	2006	9	10	14	56	8.1			"MEXICO"	26.319	-86.606	14	5.8																									
	2006	9	28	6	22	9.7	2972		"SAMOA"	-16.592	-172.033	28	6.9	4																								
	2006	9	29	13	8	26.1			"TRINIDAD AND TOBAGO"	10.876	-61.756	53	6.1						3	1		1	1	1							3	1		1	1	1		
	2006	9	29	18	23	5.9			"TRINIDAD AND TOBAGO"	10.814	-61.758	52	5.5		1	1											1	1										
	2006	10	15	17	7	49.2	3017		"USA"	19.878	-155.935	39	6.7	8						3	73	4										3	73	4				
	2006	10	20	10	48	56			"PERU"	-13.457	-76.677	23	6.7	4								1												1				
	2006	10	27	10	52	5.7			"CHINA"	31.56	113.21	10	4.5									2												2				
	2006	11	3	6	21	39.2			"CHINA"	43.469	119.558	10	4.7									3	55886	4										3	5586	4		
	2006	11	13	8	2	44.4	5805		"TAIWAN"	20.656	119.997	14	5.2																									
	2006	11	15	11	14	13.5	3016		"RUSSIA"	46.592	153.266	10	8.3																		1	1		2				
	2006	11	17	18	19	51.6			"FRANCE"	42.99	-0.05	10	4.7									1												1				
	2006	11	23	7	15	20.5			"HUNGARY"	48.195	22.46	10	4.8									1												1				
	2006	11	23	11	4	44.3			"CHINA"	44.229	83.524	20	4.7									2	60	2										2	60	1		
	2006	11	24	6	33	26.4			"INDONESIA"	-3.728	119.233	31	5.2									1												1				
	2006	11	29	1	32	17.9			"INDONESIA"	2.52	128.283	39	6.2									2	50	1										2	50	1		
	2006	12	1	14	1	47.5			"INDONESIA"	-8.251	118.777	43	6.3		1	1			14	1		1	20	1			1	1			14	1		1	20	1		
	2006	12	8	16	48	39.1			"SWITZERLAND"	47.58	7.6	5	3.9									1												1				
	2006	12	12	17	2	29.7			"THAILAND"	18.901	98.916	10	4.6									1	5	1										1	5	1		
	2006	12	17	21	39	17.4			"INDONESIA"	0.626	99.859	30	5.8		7	1			100	2		3	680	3			7	1			100	2		3	680	2		
	2006	12	24	22	43	26.7			"INDIA"	26.88	76.15	10	4.2																					1				
	2006	12	25	20	1	0.4			"KYRGYZSTAN"	42.156	76.163	12	5.8									3	2410	4										2	2410	4		
	2006	12	26	12	26	21.1	3622		"TAIWAN"	21.799	120.547	10	7		2	1			40	1		1		2			2	1			40	1		1		2		
	2006	12	31	13	39	23.6			"HUNGARY"	47.449	19.343	5	4.1									1		1										1		1		
	2007	1	8	17	21	50.2			"KYRGYZSTAN"	39.803	70.311	18	6									2	187	3										2	187	3		
	2007	1	9	14	49	48.8			"CHINA"	37.021	103.911	20	4.5									3	2000	4										3	2000	4		
	2007	1	10	17	18	58.3			"CHINA"	33.259	104.74	23	4.7									1		2										1		2		
	2007	1	13	4	23	21.1	3019		"RUSSIA"	46.243	154.524	10	8.1																									
	2007	1	21	7	38	57			"TURKEY"	39.592	42.863	3	5.1						2	1		1									2	1		1				
	2007	1	21	11	27	45			"INDONESIA"	1.065	126.282	22	7.5		4	1			4	1		1					4	1			4	1		1				
	2007	2	16	7	15	54			"PHILIPPINES"	6.614	126.24	79	4.9									1												1				
	2007	2	21	11	5	29.2			"TURKEY"	38.318	39.267	10	5.7									1		1		1								1		1		
	2007	3	6	3	49	38.9			"INDONESIA"	-0.493	100.498	19	6.4	8	67	2			826	3		3	43719	4		4	67	2			826	3		3	43719	4		4
	2007	3	6	13	5	12.1			"COLOMBIA"	2.082	-76.495	43	5						9	1		1	9	1							9	1		1	9	1		
	2007	3	6	22	32	6.8			"IRAN"	33.49	48.93	16	4.7						35	1		1									35	1		1				
	2007	3	25	0	40	1.6	3038		"VANUATU"	-20.617	169.357	34	7.1																									
	2007	3	25	0	41	57.8	3035		"JAPAN"	37.336	136.588	8	6.7	5	1	1			359	3		3	13556	4			1	1			359	3		3	13556	4		
	2007	3	25	13	57	58.2			"GREECE"	38.34	20.42	15	5.8	6								1		1										1		1		
	2007	4	1	20	39	56.3	3037		"SOLOMON ISLANDS"	-8.466	157.043	24	8.1		2	1						3	300	3	500	3	52	2						3	2500	4	500	3
	2007	4	13	5	42	23			"MEXICO"	17.302	-100.198	34	6	5								1	2	1										1	2	1		
	2007	4	15	3	19	30.3			"JAPAN"	34.807	136.239	16	4.6						12	1		2	63	1							12	1		2	63	2		
	2007	4	16	7	38	53.8			"ALBANIA"	41.172	19.897	14	4.5									1		1												1		
	2007	4	21	17	53	46.3	3044		"CHILE"	-45.243	-72.648	37	6.2	7	2	1						1			2	1	10	1						1			2	1
	2007	4	28	7	18	11.3			"UK"	51.085	1.009	10	4.6	6					1	1		1									1	1		1				
	2007	5	8	15	46	49.1			"USA"	45.394	-112.13	14	4.5	5								1												1				
	2007	5	16	8	56	16.4			"LAOS"	20.504	100.746	24	6.3									1												1				
	2007	5	29	9	36	5.6			"INDONESIA"	-1.065	127.343	24	6.1									1		2										1		2		
	2007	6	2	21	34	57.7			"CHINA"	23.028	101.052	5	6.1		3	1			329	3	310	4					3	1			329	3	310	4				
	2007	6	13	19	29	40.1			"GUATEMALA"	13.554	-90.618	23	6.7									1		2		2								1		2		
	2007	6	18	14	29	48.2			"IRAN"	34.437	50.833	5	5.5									1		2		2								1		2		
	2007	7	13	7	20	25.5			"ECUADOR"	-3.987	-79.836	50	4.5									1																
	2007	7	16	1	13	22	3104		"JAPAN"	37.57	138.478	10	6.6		9	1			1088	4	12500	4			875	3	9	1			1088	4	12500	4			875	3
	2007	7	20	10	6	52			"CHINA"	42.913	82.378	10	5.6									2	2120	4										2	2120	4		
	2007	7	20	11	42	22.3			"USA"	37.804	-122.193	5	4.2									1												1				
	2007	7	21	22	44	13.5			"TAJIKISTAN"	38.936	70.485	10	5.2		12	1											12	1										
	2007	7	22	23	2	14.7			"INDIA"	30.881	78.239	19	4.3						3	1		1		1		1					3	1		1		1		
	2007	7	26	5	40	16.1			"INDONESIA"	2.872	127.464	25	6.9							2		1		1								2		1		1		
	2007	8	1	17	8	51.4			"VANUATU"	-15.595	167.68	120	7.2									1		1		1								1		1		
	2007	8	2	2	37	42.3	3155		"RUSSIA"	47.116	141.798	5	6.2		2	1			12	1		1	11	1	20	1	2	1			12	1		1	11	2	20	1
	2007	8	2	3	21	42.8	3156		"USA"	51.307	-179.971	21	6.7																									
	2007	8	6	8	48	40			"USA"	39.465	-111.237	2	4.2		9	1				1							9	1				1						
	2007	8	8	17	4	58			"INDONESIA"	-5.968	107.655	289	7.5																									
	2007	8	15	23	40	57.8	3168		"PERU"	-13.386	-76.603	39	8	8	514	3			1090	4		4	52154	4	23632	4	514	3			1090	4		4	52154	4	23632	4
	2007	8	17	0	38	56			"USA"	39.464	-111.207	0	1.6		3	1			6	1							3	1			6	1						
	2007	8	20	19	15	53.5			"INDIA"	17.2	73.7	5	4.4									1												1				
	2007	8	25	4	24	21.9			"IRAN"	28.154	56.652	10	5						4	1											4	1						
	2007	9	2	1	5	18.1	3598		"SOLOMON ISLANDS"	-11.61	165.762	35	7.2																									
	2007	9	9	18	36	37.6			"INDONESIA"	-7.783	114.338	35	4.8						13	1		1									13	1		1				
